library_no,pose_id,bvh_filename,source_clip_id,provider,collection_id,native_subject_id,native_asset_id,native_clip_id,original_title,original_filename,selected_frame_index,selected_frame_index_hint,frame_index_base,source_fps,sample_ordinal,retarget_profile,operations,source_uri,source_sha256,catalog_snapshot_ref,catalog_match_status,file_lineage_status,reviewer,notes
BVH-000727,cmu_85_13_00482,cmu_85_13_00482.bvh,cmu:85_13,CMU,cmu_motion_capture_database,85,,13,BadStartSequnce,85_13.amc,,482,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000728,cmu_85_13_00482_mirror,cmu_85_13_00482_mirror.bvh,cmu:85_13,CMU,cmu_motion_capture_database,85,,13,BadStartSequnce,85_13.amc,,482,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000729,cmu_85_14_01555,cmu_85_14_01555.bvh,cmu:85_14,CMU,cmu_motion_capture_database,85,,14,BreakSequencewithFlips,85_14.amc,,1555,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000730,cmu_85_14_01555_mirror,cmu_85_14_01555_mirror.bvh,cmu:85_14,CMU,cmu_motion_capture_database,85,,14,BreakSequencewithFlips,85_14.amc,,1555,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000731,cmu_85_14_01837,cmu_85_14_01837.bvh,cmu:85_14,CMU,cmu_motion_capture_database,85,,14,BreakSequencewithFlips,85_14.amc,,1837,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000732,cmu_85_14_01837_mirror,cmu_85_14_01837_mirror.bvh,cmu:85_14,CMU,cmu_motion_capture_database,85,,14,BreakSequencewithFlips,85_14.amc,,1837,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000733,cmu_85_15_01072,cmu_85_15_01072.bvh,cmu:85_15,CMU,cmu_motion_capture_database,85,,15,90TwistsFall,85_15.amc,,1072,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000734,cmu_85_15_01072_mirror,cmu_85_15_01072_mirror.bvh,cmu:85_15,CMU,cmu_motion_capture_database,85,,15,90TwistsFall,85_15.amc,,1072,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=85&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000735,cmu_86_03_03600,cmu_86_03_03600.bvh,cmu:86_03,CMU,cmu_motion_capture_database,86,,03,"walking, running, jumping, kicking, and stretching",86_03.amc,,3600,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=86&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000736,cmu_86_03_03600_mirror,cmu_86_03_03600_mirror.bvh,cmu:86_03,CMU,cmu_motion_capture_database,86,,03,"walking, running, jumping, kicking, and stretching",86_03.amc,,3600,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=86&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000737,cmu_86_05_01191,cmu_86_05_01191.bvh,cmu:86_05,CMU,cmu_motion_capture_database,86,,05,"walking, jumping, jumping jacks, jumping on one foot, punching, chopping,",86_05.amc,,1191,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=86&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000738,cmu_86_05_01191_mirror,cmu_86_05_01191_mirror.bvh,cmu:86_05,CMU,cmu_motion_capture_database,86,,05,"walking, jumping, jumping jacks, jumping on one foot, punching, chopping,",86_05.amc,,1191,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=86&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000739,cmu_87_01_00176,cmu_87_01_00176.bvh,cmu:87_01,CMU,cmu_motion_capture_database,87,,01,Jump with kick and spin,87_01.amc,,176,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=87&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000740,cmu_87_01_00176_mirror,cmu_87_01_00176_mirror.bvh,cmu:87_01,CMU,cmu_motion_capture_database,87,,01,Jump with kick and spin,87_01.amc,,176,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=87&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000741,cmu_87_05_00024,cmu_87_05_00024.bvh,cmu:87_05,CMU,cmu_motion_capture_database,87,,05,cartwheels,87_05.amc,,24,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=87&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000742,cmu_87_05_00024_mirror,cmu_87_05_00024_mirror.bvh,cmu:87_05,CMU,cmu_motion_capture_database,87,,05,cartwheels,87_05.amc,,24,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=87&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000743,cmu_87_05_00267_ground,cmu_87_05_00267_ground.bvh,cmu:87_05,CMU,cmu_motion_capture_database,87,,05,cartwheels,87_05.amc,,267,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=87&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000744,cmu_87_05_00267_ground_mirror,cmu_87_05_00267_ground_mirror.bvh,cmu:87_05,CMU,cmu_motion_capture_database,87,,05,cartwheels,87_05.amc,,267,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=87&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000745,cmu_88_05_00056,cmu_88_05_00056.bvh,cmu:88_05,CMU,cmu_motion_capture_database,88,,05,cartwheel into backflip,88_05.amc,,56,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000746,cmu_88_05_00056_mirror,cmu_88_05_00056_mirror.bvh,cmu:88_05,CMU,cmu_motion_capture_database,88,,05,cartwheel into backflip,88_05.amc,,56,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000747,cmu_88_06_00043_ground,cmu_88_06_00043_ground.bvh,cmu:88_06,CMU,cmu_motion_capture_database,88,,06,jump and spin kick,88_06.amc,,43,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=6,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000748,cmu_88_06_00043_ground_mirror,cmu_88_06_00043_ground_mirror.bvh,cmu:88_06,CMU,cmu_motion_capture_database,88,,06,jump and spin kick,88_06.amc,,43,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=6,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000749,cmu_88_07_00022,cmu_88_07_00022.bvh,cmu:88_07,CMU,cmu_motion_capture_database,88,,07,cartwheel,88_07.amc,,22,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000750,cmu_88_07_00022_mirror,cmu_88_07_00022_mirror.bvh,cmu:88_07,CMU,cmu_motion_capture_database,88,,07,cartwheel,88_07.amc,,22,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000751,cmu_88_07_00096,cmu_88_07_00096.bvh,cmu:88_07,CMU,cmu_motion_capture_database,88,,07,cartwheel,88_07.amc,,96,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000752,cmu_88_07_00096_mirror,cmu_88_07_00096_mirror.bvh,cmu:88_07,CMU,cmu_motion_capture_database,88,,07,cartwheel,88_07.amc,,96,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000753,cmu_88_08_00220,cmu_88_08_00220.bvh,cmu:88_08,CMU,cmu_motion_capture_database,88,,08,crouch and flip backward on hands,88_08.amc,,220,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=8,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000754,cmu_88_08_00220_mirror,cmu_88_08_00220_mirror.bvh,cmu:88_08,CMU,cmu_motion_capture_database,88,,08,crouch and flip backward on hands,88_08.amc,,220,unknown,60,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=88&trinum=8,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000755,cmu_90_04_00531_ground,cmu_90_04_00531_ground.bvh,cmu:90_04,CMU,cmu_motion_capture_database,90,,04,cartwheel,90_04.amc,,531,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000756,cmu_90_04_00531_ground_mirror,cmu_90_04_00531_ground_mirror.bvh,cmu:90_04,CMU,cmu_motion_capture_database,90,,04,cartwheel,90_04.amc,,531,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000757,cmu_90_07_00724,cmu_90_07_00724.bvh,cmu:90_07,CMU,cmu_motion_capture_database,90,,07,jump kick,90_07.amc,,724,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000758,cmu_90_07_00724_mirror,cmu_90_07_00724_mirror.bvh,cmu:90_07,CMU,cmu_motion_capture_database,90,,07,jump kick,90_07.amc,,724,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000759,cmu_90_08_00240_ground,cmu_90_08_00240_ground.bvh,cmu:90_08,CMU,cmu_motion_capture_database,90,,08,side flip,90_08.amc,,240,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=8,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000760,cmu_90_08_00240_ground_mirror,cmu_90_08_00240_ground_mirror.bvh,cmu:90_08,CMU,cmu_motion_capture_database,90,,08,side flip,90_08.amc,,240,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=8,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000761,cmu_90_12_00432,cmu_90_12_00432.bvh,cmu:90_12,CMU,cmu_motion_capture_database,90,,12,bck flp twst fall,90_12.amc,,432,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000762,cmu_90_12_00432_mirror,cmu_90_12_00432_mirror.bvh,cmu:90_12,CMU,cmu_motion_capture_database,90,,12,bck flp twst fall,90_12.amc,,432,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000763,cmu_90_14_00598,cmu_90_14_00598.bvh,cmu:90_14,CMU,cmu_motion_capture_database,90,,14,front hand flip,90_14.amc,,598,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000764,cmu_90_14_00598_mirror,cmu_90_14_00598_mirror.bvh,cmu:90_14,CMU,cmu_motion_capture_database,90,,14,front hand flip,90_14.amc,,598,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000765,cmu_90_24_00336,cmu_90_24_00336.bvh,cmu:90_24,CMU,cmu_motion_capture_database,90,,24,ball mount,90_24.amc,,336,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=24,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000766,cmu_90_24_00336_mirror,cmu_90_24_00336_mirror.bvh,cmu:90_24,CMU,cmu_motion_capture_database,90,,24,ball mount,90_24.amc,,336,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=24,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000767,cmu_90_25_01145,cmu_90_25_01145.bvh,cmu:90_25,CMU,cmu_motion_capture_database,90,,25,fwd ball walk,90_25.amc,,1145,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=25,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000768,cmu_90_25_01145_mirror,cmu_90_25_01145_mirror.bvh,cmu:90_25,CMU,cmu_motion_capture_database,90,,25,fwd ball walk,90_25.amc,,1145,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=90&trinum=25,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000769,cmu_91_15_02501,cmu_91_15_02501.bvh,cmu:91_15,CMU,cmu_motion_capture_database,91,,15,ClumsyWalk,91_15.amc,,2501,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=91&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000770,cmu_91_15_02501_mirror,cmu_91_15_02501_mirror.bvh,cmu:91_15,CMU,cmu_motion_capture_database,91,,15,ClumsyWalk,91_15.amc,,2501,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=91&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000771,cmu_91_42_00373,cmu_91_42_00373.bvh,cmu:91_42,CMU,cmu_motion_capture_database,91,,42,JumpForward,91_42.amc,,373,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=91&trinum=42,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000772,cmu_91_42_00373_mirror,cmu_91_42_00373_mirror.bvh,cmu:91_42,CMU,cmu_motion_capture_database,91,,42,JumpForward,91_42.amc,,373,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=91&trinum=42,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000773,cmu_91_51_00092,cmu_91_51_00092.bvh,cmu:91_51,CMU,cmu_motion_capture_database,91,,51,FurtherJumpTurn,91_51.amc,,92,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=91&trinum=51,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000774,cmu_91_51_00092_mirror,cmu_91_51_00092_mirror.bvh,cmu:91_51,CMU,cmu_motion_capture_database,91,,51,FurtherJumpTurn,91_51.amc,,92,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=91&trinum=51,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000775,cmu_94_04_00299,cmu_94_04_00299.bvh,cmu:94_04,CMU,cmu_motion_capture_database,94,,04,,94_04.amc,,299,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000776,cmu_94_04_00299_mirror,cmu_94_04_00299_mirror.bvh,cmu:94_04,CMU,cmu_motion_capture_database,94,,04,,94_04.amc,,299,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000777,cmu_94_09_00946,cmu_94_09_00946.bvh,cmu:94_09,CMU,cmu_motion_capture_database,94,,09,,94_09.amc,,946,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=9,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000778,cmu_94_09_00946_mirror,cmu_94_09_00946_mirror.bvh,cmu:94_09,CMU,cmu_motion_capture_database,94,,09,,94_09.amc,,946,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=9,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000779,cmu_94_13_00950,cmu_94_13_00950.bvh,cmu:94_13,CMU,cmu_motion_capture_database,94,,13,,94_13.amc,,950,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000780,cmu_94_13_00950_mirror,cmu_94_13_00950_mirror.bvh,cmu:94_13,CMU,cmu_motion_capture_database,94,,13,,94_13.amc,,950,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000781,cmu_94_14_00998,cmu_94_14_00998.bvh,cmu:94_14,CMU,cmu_motion_capture_database,94,,14,,94_14.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000782,cmu_94_14_00998_mirror,cmu_94_14_00998_mirror.bvh,cmu:94_14,CMU,cmu_motion_capture_database,94,,14,,94_14.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000783,cmu_94_15_00315,cmu_94_15_00315.bvh,cmu:94_15,CMU,cmu_motion_capture_database,94,,15,,94_15.amc,,315,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000784,cmu_94_15_00315_mirror,cmu_94_15_00315_mirror.bvh,cmu:94_15,CMU,cmu_motion_capture_database,94,,15,,94_15.amc,,315,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=94&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000785,rokoko_AssaultRifle_mixamo_00000,rokoko_AssaultRifle_mixamo_00000.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,0,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
