library_no,pose_id,bvh_filename,source_clip_id,provider,collection_id,native_subject_id,native_asset_id,native_clip_id,original_title,original_filename,selected_frame_index,selected_frame_index_hint,frame_index_base,source_fps,sample_ordinal,retarget_profile,operations,source_uri,source_sha256,catalog_snapshot_ref,catalog_match_status,file_lineage_status,reviewer,notes
BVH-000786,rokoko_AssaultRifle_mixamo_00000_mirror,rokoko_AssaultRifle_mixamo_00000_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,0,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000787,rokoko_AssaultRifle_mixamo_00091,rokoko_AssaultRifle_mixamo_00091.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,91,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000788,rokoko_AssaultRifle_mixamo_00091_mirror,rokoko_AssaultRifle_mixamo_00091_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,91,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000789,rokoko_AssaultRifle_mixamo_00390,rokoko_AssaultRifle_mixamo_00390.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,390,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000790,rokoko_AssaultRifle_mixamo_00390_mirror,rokoko_AssaultRifle_mixamo_00390_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,390,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000791,rokoko_AssaultRifle_mixamo_00482,rokoko_AssaultRifle_mixamo_00482.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,482,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000792,rokoko_AssaultRifle_mixamo_00482_mirror,rokoko_AssaultRifle_mixamo_00482_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,482,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000793,rokoko_AssaultRifle_mixamo_00629,rokoko_AssaultRifle_mixamo_00629.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,629,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000794,rokoko_AssaultRifle_mixamo_00629_mirror,rokoko_AssaultRifle_mixamo_00629_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,629,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000795,rokoko_AssaultRifle_mixamo_00664,rokoko_AssaultRifle_mixamo_00664.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,664,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000796,rokoko_AssaultRifle_mixamo_00664_mirror,rokoko_AssaultRifle_mixamo_00664_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,664,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000797,rokoko_AssaultRifle_mixamo_00690,rokoko_AssaultRifle_mixamo_00690.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,690,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000798,rokoko_AssaultRifle_mixamo_00690_mirror,rokoko_AssaultRifle_mixamo_00690_mirror.bvh,rokoko:AssaultRifle,unknown,rokoko,,,,Assault Rifle,,,690,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000799,rokoko_BurstThroughDoor_mixamo_00081,rokoko_BurstThroughDoor_mixamo_00081.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,81,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000800,rokoko_BurstThroughDoor_mixamo_00081_mirror,rokoko_BurstThroughDoor_mixamo_00081_mirror.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,81,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000801,rokoko_BurstThroughDoor_mixamo_00349,rokoko_BurstThroughDoor_mixamo_00349.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,349,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000802,rokoko_BurstThroughDoor_mixamo_00349_mirror,rokoko_BurstThroughDoor_mixamo_00349_mirror.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,349,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000803,rokoko_BurstThroughDoor_mixamo_00572,rokoko_BurstThroughDoor_mixamo_00572.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,572,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000804,rokoko_BurstThroughDoor_mixamo_00572_mirror,rokoko_BurstThroughDoor_mixamo_00572_mirror.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,572,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000805,rokoko_BurstThroughDoor_mixamo_00578,rokoko_BurstThroughDoor_mixamo_00578.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,578,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000806,rokoko_BurstThroughDoor_mixamo_00578_mirror,rokoko_BurstThroughDoor_mixamo_00578_mirror.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,578,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000807,rokoko_BurstThroughDoor_mixamo_00589,rokoko_BurstThroughDoor_mixamo_00589.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,589,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000808,rokoko_BurstThroughDoor_mixamo_00589_mirror,rokoko_BurstThroughDoor_mixamo_00589_mirror.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,589,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000809,rokoko_BurstThroughDoor_mixamo_00611,rokoko_BurstThroughDoor_mixamo_00611.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,611,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000810,rokoko_BurstThroughDoor_mixamo_00611_mirror,rokoko_BurstThroughDoor_mixamo_00611_mirror.bvh,rokoko:BurstThroughDoor,unknown,rokoko,,,,Burst Through Door,,,611,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000811,rokoko_ChefCooking_mixamo_00175,rokoko_ChefCooking_mixamo_00175.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,175,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000812,rokoko_ChefCooking_mixamo_00175_mirror,rokoko_ChefCooking_mixamo_00175_mirror.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,175,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000813,rokoko_ChefCooking_mixamo_00454,rokoko_ChefCooking_mixamo_00454.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,454,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000814,rokoko_ChefCooking_mixamo_00454_mirror,rokoko_ChefCooking_mixamo_00454_mirror.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,454,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000815,rokoko_ChefCooking_mixamo_00493,rokoko_ChefCooking_mixamo_00493.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,493,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000816,rokoko_ChefCooking_mixamo_00493_mirror,rokoko_ChefCooking_mixamo_00493_mirror.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,493,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000817,rokoko_ChefCooking_mixamo_00661,rokoko_ChefCooking_mixamo_00661.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,661,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000818,rokoko_ChefCooking_mixamo_00661_mirror,rokoko_ChefCooking_mixamo_00661_mirror.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,661,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000819,rokoko_ChefCooking_mixamo_00687,rokoko_ChefCooking_mixamo_00687.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,687,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000820,rokoko_ChefCooking_mixamo_00687_mirror,rokoko_ChefCooking_mixamo_00687_mirror.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,687,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000821,rokoko_ChefCooking_mixamo_00707,rokoko_ChefCooking_mixamo_00707.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,707,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000822,rokoko_ChefCooking_mixamo_00707_mirror,rokoko_ChefCooking_mixamo_00707_mirror.bvh,rokoko:ChefCooking,unknown,rokoko,,,,Chef Cooking,,,707,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000823,rokoko_Clap_SarcasticClap_mixamo_00005,rokoko_Clap_SarcasticClap_mixamo_00005.bvh,rokoko:Clap_SarcasticClap,unknown,rokoko,,,,Clap Sarcastic Clap,,,5,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000824,rokoko_Clap_SarcasticClap_mixamo_00005_mirror,rokoko_Clap_SarcasticClap_mixamo_00005_mirror.bvh,rokoko:Clap_SarcasticClap,unknown,rokoko,,,,Clap Sarcastic Clap,,,5,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000825,rokoko_Clap_SlowClap_mixamo_00085,rokoko_Clap_SlowClap_mixamo_00085.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,85,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000826,rokoko_Clap_SlowClap_mixamo_00085_mirror,rokoko_Clap_SlowClap_mixamo_00085_mirror.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,85,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000827,rokoko_Clap_SlowClap_mixamo_00556,rokoko_Clap_SlowClap_mixamo_00556.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,556,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000828,rokoko_Clap_SlowClap_mixamo_00556_mirror,rokoko_Clap_SlowClap_mixamo_00556_mirror.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,556,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000829,rokoko_Clap_SlowClap_mixamo_00598,rokoko_Clap_SlowClap_mixamo_00598.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,598,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000830,rokoko_Clap_SlowClap_mixamo_00598_mirror,rokoko_Clap_SlowClap_mixamo_00598_mirror.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,598,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000831,rokoko_Clap_SlowClap_mixamo_01026,rokoko_Clap_SlowClap_mixamo_01026.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,1026,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000832,rokoko_Clap_SlowClap_mixamo_01026_mirror,rokoko_Clap_SlowClap_mixamo_01026_mirror.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,1026,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000833,rokoko_Clap_SlowClap_mixamo_01078,rokoko_Clap_SlowClap_mixamo_01078.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,1078,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000834,rokoko_Clap_SlowClap_mixamo_01078_mirror,rokoko_Clap_SlowClap_mixamo_01078_mirror.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,1078,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000835,rokoko_Clap_SlowClap_mixamo_01249,rokoko_Clap_SlowClap_mixamo_01249.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,1249,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000836,rokoko_Clap_SlowClap_mixamo_01249_mirror,rokoko_Clap_SlowClap_mixamo_01249_mirror.bvh,rokoko:Clap_SlowClap,unknown,rokoko,,,,Clap Slow Clap,,,1249,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000837,rokoko_Clipboard_Lever_Computer_mixamo_00105,rokoko_Clipboard_Lever_Computer_mixamo_00105.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,105,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000838,rokoko_Clipboard_Lever_Computer_mixamo_00105_mirror,rokoko_Clipboard_Lever_Computer_mixamo_00105_mirror.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,105,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000839,rokoko_Clipboard_Lever_Computer_mixamo_00338,rokoko_Clipboard_Lever_Computer_mixamo_00338.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,338,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000840,rokoko_Clipboard_Lever_Computer_mixamo_00338_mirror,rokoko_Clipboard_Lever_Computer_mixamo_00338_mirror.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,338,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000841,rokoko_Clipboard_Lever_Computer_mixamo_00477,rokoko_Clipboard_Lever_Computer_mixamo_00477.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,477,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000842,rokoko_Clipboard_Lever_Computer_mixamo_00477_mirror,rokoko_Clipboard_Lever_Computer_mixamo_00477_mirror.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,477,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000843,rokoko_Clipboard_Lever_Computer_mixamo_00705,rokoko_Clipboard_Lever_Computer_mixamo_00705.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,705,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000844,rokoko_Clipboard_Lever_Computer_mixamo_00705_mirror,rokoko_Clipboard_Lever_Computer_mixamo_00705_mirror.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,705,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-000845,rokoko_Clipboard_Lever_Computer_mixamo_00722,rokoko_Clipboard_Lever_Computer_mixamo_00722.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,722,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-000846,rokoko_Clipboard_Lever_Computer_mixamo_00722_mirror,rokoko_Clipboard_Lever_Computer_mixamo_00722_mirror.bvh,rokoko:Clipboard_Lever_Computer,unknown,rokoko,,,,Clipboard Lever Computer,,,722,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
